verdict,source,altid,name,category,episodes_in_json,json_photoUrl_key_present,json_photoUrl_raw,schedule_json_slots,schedule_json_photoUrl_raw,confessor_pub_sched_image,pub_sched_http,rss_listed,rss_image,rss_image_http
JSON_HAS_IMAGE,kpfk,ladiverylainclu,Revolucion Arcoiris,Español,8,true,"""https://confessor.kpfk.org/pix/ladiverylainclu_med_352.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/ladiverylainclu_med_352.jpg,,true,https://confessor.kpfk.org/pix/ladiverylainclu_it_352.jpg,
JSON_HAS_IMAGE,kpfk,rhapsody,Rhapsody In Black,Music,2,true,"""https://confessor.kpfk.org/pix/rhapsody_med_189.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/rhapsody_med_189.jpg,,false,,
JSON_HAS_IMAGE,kpfk,risingup,Rising Up,Public Affairs- National+Syndicated,8,true,"""https://confessor.kpfk.org/pix/risingup_med_233.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/risingup_med_233.jpg,,true,https://confessor.kpfk.org/pix/risingup_it_233.jpg,
JSON_HAS_IMAGE,kpfk,aliveandpicking,Roots Music and Beyond,Music,2,true,"""https://confessor.kpfk.org/pix/aliveandpicking_med_212.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/aliveandpicking_med_212.jpg,,false,,
JSON_HAS_IMAGE,kpfk,marmoudian,Scholars Circle,Public Affairs - Local,8,true,"""https://confessor.kpfk.org/pix/marmoudian_med_167.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/marmoudian_med_167.jpg,,true,https://confessor.kpfk.org/pix/marmoudian_it_167.jpg,
JSON_HAS_IMAGE,kpfk,sojourner,Sojourner Truth Radio,Public Affairs- National+Syndicated,5,true,"""https://confessor.kpfk.org/pix/sojourner_med_99.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/sojourner_med_99.jpg,,true,https://confessor.kpfk.org/pix/sojourner_it_99.jpg,
JSON_HAS_IMAGE,kpfk,soulrebel,Soul Rebel Radio,Public Affairs - Local,7,true,"""https://confessor.kpfk.org/pix/soulrebel_med_188.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/soulrebel_med_188.jpg,,true,https://confessor.kpfk.org/pix/soulrebel_it_188.jpg,
JSON_HAS_IMAGE,kpfk,soundwaves,Soundwaves,Music,2,true,"""https://confessor.kpfk.org/pix/soundwaves_med_114.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/soundwaves_med_114.jpg,,false,,
JSON_HAS_IMAGE,kpfk,musicmix,Stairway To Heaven,Music,2,true,"""https://confessor.kpfk.org/pix/musicmix_med_117.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/musicmix_med_117.jpg,,false,,
JSON_HAS_IMAGE,kpfk,suplemento,Suplemento Comunitario,Español,8,true,"""https://confessor.kpfk.org/pix/suplemento_med_203.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/suplemento_med_203.jpg,,true,https://confessor.kpfk.org/pix/suplemento_it_203.jpg,
JSON_HAS_IMAGE,kpfk,carshow,The Car Show,Public Affairs - Local,9,true,"""https://confessor.kpfk.org/pix/carshow_med_110.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/carshow_med_110.jpg,,true,https://confessor.kpfk.org/pix/carshow_it_110.jpg,
JSON_HAS_IMAGE,kpfk,signal,The Signal,Public Affairs - Local,7,true,"""https://confessor.kpfk.org/pix/signal_med_385.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/signal_med_385.jpg,,true,https://confessor.kpfk.org/pix/signal_it_385.jpg,
JSON_HAS_IMAGE,kpfk,visionalryactivist,The Visionary Activist Show,Public Affairs- National+Syndicated,8,true,"""https://confessor.kpfk.org/pix/visionalryactivist_med_371.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/visionalryactivist_med_371.jpg,,true,https://confessor.kpfk.org/pix/visionalryactivist_it_371.jpg,
JSON_HAS_IMAGE,kpfk,prisonrights,Think Outside The Cage,Public Affairs - Local,12,true,"""https://confessor.kpfk.org/pix/prisonrights_med_200.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/prisonrights_med_200.jpg,,true,https://confessor.kpfk.org/pix/prisonrights_it_200.jpg,
JSON_HAS_IMAGE,kpfk,thiswayout,This Way Out,Public Affairs- National+Syndicated,9,true,"""https://confessor.kpfk.org/pix/thiswayout_med_383.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/thiswayout_med_383.jpg,,true,https://confessor.kpfk.org/pix/thiswayout_it_383.jpg,
JSON_HAS_IMAGE,kpfk,hartmann,Thom Hartmann Program,Public Affairs- National+Syndicated,39,true,"""https://confessor.kpfk.org/pix/hartmann_med_222.jpg""",15,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/hartmann_med_222.jpg,,false,,
JSON_HAS_IMAGE,kpfk,traveltips,Travel Tips For Aztlan,Music,2,true,"""https://confessor.kpfk.org/pix/traveltips_med_127.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/traveltips_med_127.jpg,,false,,
JSON_HAS_IMAGE,kpfk,vocesdelibertad,Voces de Libertad,Español,8,true,"""https://confessor.kpfk.org/pix/vocesdelibertad_med_185.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/vocesdelibertad_med_185.jpg,,true,https://confessor.kpfk.org/pix/vocesdelibertad_it_185.jpg,
JSON_HAS_IMAGE,kpfk,wayoutwest,Way Out West,Music,2,true,"""https://confessor.kpfk.org/pix/wayoutwest_med_384.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/wayoutwest_med_384.jpg,,false,,
JSON_HAS_IMAGE,kpfk,workingvoices,Working Voices,Public Affairs - Local,9,true,"""https://confessor.kpfk.org/pix/workingvoices_med_332.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/workingvoices_med_332.jpg,,true,https://confessor.kpfk.org/pix/workingvoices_it_332.jpg,
JSON_HAS_IMAGE,kpfk,potira,World Massive,Music,2,true,"""https://confessor.kpfk.org/pix/potira_med_115.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/potira_med_115.jpg,,false,,
JSON_HAS_IMAGE,kpfk,alternatiradioalterradioas,Alternative Radio Special,Special Program,0,true,"""https://confessor.kpfk.org/pix/alternatiradioalterradioas_med_388.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,antiwar,Antiwar Radio,Public Affairs - Local,0,true,"""https://confessor.kpfk.org/pix/anti-warradio_223.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,biketalka,Bike Talk,Public Affairs - Local,0,true,"""https://confessor.kpfk.org/pix/biketalka_med_263.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,friedman,Brad Friedman's BradCast,Public Affairs - Local,0,true,"""https://confessor.kpfk.org/pix/friedman_med_210.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/friedman_med_210.jpg,,false,,
JSON_HAS_IMAGE,kpfk,casc,Centroamerica Sin Censura,Español,0,true,"""https://confessor.kpfk.org/pix/centroamerica_sin_censura_194.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,digivil,Digital Village,Public Affairs - Local,0,true,"""https://confessor.kpfk.org/pix/digitalvillage_med_133.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,hutchinson,Earl Ofari Hutchinson Show,Public Affairs - Local,0,true,"""https://confessor.kpfk.org/pix/earlofarihutchinsonshow_med_136.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,expansizone,"Expansion Zone, The",Public Affairs - Local,0,true,"""https://confessor.kpfk.org/pix/expansizone_med_364.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,flashpoints,Flashpoints,Public Affairs- National+Syndicated,0,true,"""https://confessor.kpfk.org/pix/flashpoints_med_307.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,healcareus,Health Care for US,Public Affairs - Local,0,true,"""https://confessor.kpfk.org/pix/healcareus_med_359.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,ivtue,Inner Vision,Health & Spirituality,0,true,"""https://confessor.kpfk.org/pix/innervision_med_140.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,rise,Jazz Sessions,Music,0,true,"""https://confessor.kpfk.org/pix/jazzsessionslistenhere_med_113.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,latw,LA Theater Works,Arts & Entertainment,0,true,"""https://confessor.kpfk.org/pix/latw_med_227.jpg""",3,"""https://confessor.kpfk.org/pix""",https://confessor.kpfk.org/pix/latw_med_227.jpg,,false,,
JSON_HAS_IMAGE,kpfk,letters,Letters and Politics,Public Affairs- National+Syndicated,0,true,"""https://confessor.kpfk.org/pix/lettersandpolitics_med_102.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,listenhere,Listen Here,Music,0,true,"""https://confessor.kpfk.org/pix/listenhere_med_315.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,blacprinmalcxat,Malcom X Centennial Programming,Special Program,0,true,"""https://confessor.kpfk.org/pix/blacprinmalcxat_med_378.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,movecrowd,Move The Crowd,Public Affairs - Local,0,true,"""https://confessor.kpfk.org/pix/movethecrowd_med_293.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,poetleber,Poet's Cafe,Arts & Entertainment,0,true,"""https://confessor.kpfk.org/pix/poetscafewhypoetry_250.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,politicorpedagoga,Politics Or Pedagogy?,Public Affairs - Local,0,true,"""https://confessor.kpfk.org/pix/politicorpedagoga_med_272.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,iquestpasaenlosangele,Que Pasa En Los Angeles?,Español,0,true,"""https://confessor.kpfk.org/pix/iquestpasaenlosangele_med_355.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,rethinkheroeslifeaftermilitar,Rethinking Heroes with Cary Harrison: Life After the Military,Public Affairs - Local,0,true,"""https://confessor.kpfk.org/pix/rethinkheroeslifeaftermilitar_med_330.jpg""",0,,,,false,,
JSON_HAS_IMAGE,kpfk,voicesfromfrontlines,Voices from the Frontlines,Public Affairs - Local,0,true,"""https://confessor.kpfk.org/pix/voices_from_the_frontline_165.jpg""",0,,,,false,,
